client,round,percentage,count
client_1620,121,tensor(0.0018),tensor(1902)
client_2154,121,tensor(0.0015),tensor(1564)
client_3305,121,tensor(0.0027),tensor(2844)
client_2563,121,tensor(0.0013),tensor(1371)
client_1424,121,tensor(0.0028),tensor(2917)
client_1580,121,tensor(0.0023),tensor(2450)
client_1060,121,tensor(0.0022),tensor(2261)
client_2519,121,tensor(0.0011),tensor(1161)
client_3429,121,tensor(0.0015),tensor(1614)
client_900,121,tensor(0.0014),tensor(1455)
client_2070,121,tensor(0.0028),tensor(2989)
client_595,121,tensor(0.0009),tensor(949)
client_606,121,tensor(0.0019),tensor(1978)
client_966,121,tensor(0.0046),tensor(4852)
client_910,121,tensor(0.0019),tensor(1975)
client_1722,121,tensor(0.0021),tensor(2236)
client_433,121,tensor(0.0012),tensor(1269)
client_1369,121,tensor(0.0028),tensor(2956)
client_1844,121,tensor(0.0021),tensor(2157)
client_611,121,tensor(0.0010),tensor(1082)
client_470,121,tensor(0.0030),tensor(3140)
client_2624,121,tensor(0.0015),tensor(1613)
client_2815,121,tensor(0.0020),tensor(2121)
client_2886,121,tensor(0.0022),tensor(2273)
client_1794,121,tensor(0.0031),tensor(3205)
client_1981,121,tensor(0.0013),tensor(1399)
client_677,121,tensor(0.0012),tensor(1210)
client_2076,121,tensor(0.0031),tensor(3226)
client_3417,121,tensor(0.0020),tensor(2132)
client_4,121,tensor(0.0031),tensor(3226)
client_1447,121,tensor(0.0014),tensor(1442)
client_1265,121,tensor(0.0007),tensor(728)
client_1360,121,tensor(0.0013),tensor(1358)
client_3248,121,tensor(0.0021),tensor(2168)
client_3178,121,tensor(0.0021),tensor(2192)
client_556,121,tensor(0.0019),tensor(1998)
client_1883,121,tensor(0.0017),tensor(1736)
client_680,121,tensor(0.0021),tensor(2246)
client_2313,121,tensor(0.0010),tensor(1034)
client_876,121,tensor(0.0009),tensor(950)
client_1257,121,tensor(0.0020),tensor(2075)
client_3392,122,tensor(0.0024),tensor(2501)
client_1441,122,tensor(0.0017),tensor(1802)
client_735,122,tensor(0.0037),tensor(3920)
client_1152,122,tensor(0.0020),tensor(2063)
client_2843,122,tensor(0.0015),tensor(1559)
client_690,122,tensor(0.0024),tensor(2513)
client_100,122,tensor(0.0018),tensor(1901)
client_1297,122,tensor(0.0024),tensor(2547)
